president,party,election_year,state,state_po,vote_pct
Bill Clinton,Democrat,1992,Ohio,OH,40.2
Bill Clinton,Democrat,1992,Oklahoma,OK,34
Bill Clinton,Democrat,1992,Oregon,OR,42.5
Bill Clinton,Democrat,1992,Pennsylvania,PA,45.1
Bill Clinton,Democrat,1992,Rhode Island,RI,47
Bill Clinton,Democrat,1992,South Carolina,SC,42.8
Bill Clinton,Democrat,1992,South Dakota,SD,37.1
Bill Clinton,Democrat,1992,Tennessee,TN,47.1
Bill Clinton,Democrat,1992,Texas,TX,37.1
Bill Clinton,Democrat,1992,Utah,UT,24.7
Bill Clinton,Democrat,1992,Vermont,VT,46.1
Bill Clinton,Democrat,1992,Virginia,VA,40.6
Bill Clinton,Democrat,1992,Washington,WA,43.4
Bill Clinton,Democrat,1992,West Virginia,WV,48.4
Bill Clinton,Democrat,1992,Wisconsin,WI,41.1
Bill Clinton,Democrat,1992,Wyoming,WY,34.1
George W. Bush,Republican,2000,Alabama,AL,56.5
George W. Bush,Republican,2000,Alaska,AK,58.6
George W. Bush,Republican,2000,Arizona,AZ,51
George W. Bush,Republican,2000,Arkansas,AR,51.3
George W. Bush,Republican,2000,California,CA,41.7
George W. Bush,Republican,2000,Colorado,CO,50.8
George W. Bush,Republican,2000,Connecticut,CT,38.4
George W. Bush,Republican,2000,Delaware,DE,41.9
George W. Bush,Republican,2000,District of Columbia,DC,9
George W. Bush,Republican,2000,Florida,FL,48.8
George W. Bush,Republican,2000,Georgia,GA,55
George W. Bush,Republican,2000,Hawaii,HI,37.5
George W. Bush,Republican,2000,Idaho,ID,67.2
George W. Bush,Republican,2000,Illinois,IL,42.6
George W. Bush,Republican,2000,Indiana,IN,56.6
George W. Bush,Republican,2000,Iowa,IA,46.9
George W. Bush,Republican,2000,Kansas,KS,58
George W. Bush,Republican,2000,Kentucky,KY,56.5
George W. Bush,Republican,2000,Louisiana,LA,52.6
George W. Bush,Republican,2000,Maine,ME,44
George W. Bush,Republican,2000,Maryland,MD,40.2
George W. Bush,Republican,2000,Massachusetts,MA,32.1
George W. Bush,Republican,2000,Michigan,MI,46.1
George W. Bush,Republican,2000,Minnesota,MN,45.5
George W. Bush,Republican,2000,Mississippi,MS,57.6
George W. Bush,Republican,2000,Missouri,MO,50.4
George W. Bush,Republican,2000,Montana,MT,58.4
George W. Bush,Republican,2000,Nebraska,NE,62.2
George W. Bush,Republican,2000,Nevada,NV,49.5
George W. Bush,Republican,2000,New Hampshire,NH,48.1
George W. Bush,Republican,2000,New Jersey,NJ,40.3
George W. Bush,Republican,2000,New Mexico,NM,47.8
George W. Bush,Republican,2000,New York,NY,34.5
George W. Bush,Republican,2000,North Carolina,NC,56
George W. Bush,Republican,2000,North Dakota,ND,60.7
George W. Bush,Republican,2000,Ohio,OH,50
George W. Bush,Republican,2000,Oklahoma,OK,60.3
George W. Bush,Republican,2000,Oregon,OR,46.5
George W. Bush,Republican,2000,Pennsylvania,PA,46.4
George W. Bush,Republican,2000,Rhode Island,RI,31.9
George W. Bush,Republican,2000,South Carolina,SC,56.9
George W. Bush,Republican,2000,South Dakota,SD,60.3
George W. Bush,Republican,2000,Tennessee,TN,51.1
George W. Bush,Republican,2000,Texas,TX,59.3
George W. Bush,Republican,2000,Utah,UT,66.8
George W. Bush,Republican,2000,Vermont,VT,40.7
George W. Bush,Republican,2000,Virginia,VA,52.5
George W. Bush,Republican,2000,Washington,WA,44.6
George W. Bush,Republican,2000,West Virginia,WV,51.9
George W. Bush,Republican,2000,Wisconsin,WI,47.6
George W. Bush,Republican,2000,Wyoming,WY,69.2
Barack Obama,Democrat,2008,Alabama,AL,38.7
Barack Obama,Democrat,2008,Alaska,AK,37.9
Barack Obama,Democrat,2008,Arizona,AZ,45.1
Barack Obama,Democrat,2008,Arkansas,AR,38.9
Barack Obama,Democrat,2008,California,CA,61
Barack Obama,Democrat,2008,Colorado,CO,53.7
Barack Obama,Democrat,2008,Connecticut,CT,60.6
Barack Obama,Democrat,2008,Delaware,DE,61.9
Barack Obama,Democrat,2008,District of Columbia,DC,92.5
Barack Obama,Democrat,2008,Florida,FL,51
Barack Obama,Democrat,2008,Georgia,GA,47
Barack Obama,Democrat,2008,Hawaii,HI,71.5
Barack Obama,Democrat,2008,Idaho,ID,36.1
Barack Obama,Democrat,2008,Illinois,IL,61.9
Barack Obama,Democrat,2008,Indiana,IN,49.9
Barack Obama,Democrat,2008,Iowa,IA,53.9
Barack Obama,Democrat,2008,Kansas,KS,41.7
Barack Obama,Democrat,2008,Kentucky,KY,41.2
Barack Obama,Democrat,2008,Louisiana,LA,39.9
Barack Obama,Democrat,2008,Maine,ME,57.7
Barack Obama,Democrat,2008,Maryland,MD,61.9
Barack Obama,Democrat,2008,Massachusetts,MA,61.4
Barack Obama,Democrat,2008,Michigan,MI,57.4
Barack Obama,Democrat,2008,Minnesota,MN,54.1
Barack Obama,Democrat,2008,Mississippi,MS,43
Barack Obama,Democrat,2008,Missouri,MO,49.3
Barack Obama,Democrat,2008,Montana,MT,47.3
Barack Obama,Democrat,2008,Nebraska,NE,41.6
Barack Obama,Democrat,2008,Nevada,NV,55.1
Barack Obama,Democrat,2008,New Hampshire,NH,54.1
Barack Obama,Democrat,2008,New Jersey,NJ,57.3
Barack Obama,Democrat,2008,New Mexico,NM,56.9
Barack Obama,Democrat,2008,New York,NY,62.2
Barack Obama,Democrat,2008,North Carolina,NC,49.7
Barack Obama,Democrat,2008,North Dakota,ND,44.6
Barack Obama,Democrat,2008,Ohio,OH,51.5
Barack Obama,Democrat,2008,Oklahoma,OK,34.4
Barack Obama,Democrat,2008,Oregon,OR,56.7
Barack Obama,Democrat,2008,Pennsylvania,PA,54.5
Barack Obama,Democrat,2008,Rhode Island,RI,62.9
Barack Obama,Democrat,2008,South Carolina,SC,44.9
Barack Obama,Democrat,2008,South Dakota,SD,44.7
Barack Obama,Democrat,2008,Tennessee,TN,41.8
Barack Obama,Democrat,2008,Texas,TX,43.7
Barack Obama,Democrat,2008,Utah,UT,34.4
Barack Obama,Democrat,2008,Vermont,VT,67.5
Barack Obama,Democrat,2008,Virginia,VA,52.6
Barack Obama,Democrat,2008,Washington,WA,57.7
Barack Obama,Democrat,2008,West Virginia,WV,42.6
Barack Obama,Democrat,2008,Wisconsin,WI,56.2
Barack Obama,Democrat,2008,Wyoming,WY,32.5
Donald Trump,Republican,2016,Alabama,AL,62.1
Donald Trump,Republican,2016,Alaska,AK,51.3
Donald Trump,Republican,2016,Arizona,AZ,48.7
Donald Trump,Republican,2016,Arkansas,AR,60.6
Donald Trump,Republican,2016,California,CA,31.6
Donald Trump,Republican,2016,Colorado,CO,43.3
Donald Trump,Republican,2016,Connecticut,CT,40.9
Donald Trump,Republican,2016,Delaware,DE,41.9
Donald Trump,Republican,2016,District of Columbia,DC,4.1
Donald Trump,Republican,2016,Florida,FL,49
Donald Trump,Republican,2016,Georgia,GA,50.8
Donald Trump,Republican,2016,Hawaii,HI,29.4
Donald Trump,Republican,2016,Idaho,ID,59.3
Donald Trump,Republican,2016,Illinois,IL,38.8
Donald Trump,Republican,2016,Indiana,IN,56.9
Donald Trump,Republican,2016,Iowa,IA,51.2
Donald Trump,Republican,2016,Kansas,KS,56.7
Donald Trump,Republican,2016,Kentucky,KY,62.5
Donald Trump,Republican,2016,Louisiana,LA,58.1
Donald Trump,Republican,2016,Maine,ME,43.5
Donald Trump,Republican,2016,Maryland,MD,33.9
Donald Trump,Republican,2016,Massachusetts,MA,32.3
Donald Trump,Republican,2016,Michigan,MI,47.5
Donald Trump,Republican,2016,Minnesota,MN,44.9
Donald Trump,Republican,2016,Mississippi,MS,57.9
Donald Trump,Republican,2016,Missouri,MO,56.8
Donald Trump,Republican,2016,Montana,MT,56.5
Donald Trump,Republican,2016,Nebraska,NE,58.7
Donald Trump,Republican,2016,Nevada,NV,45.5
Donald Trump,Republican,2016,New Hampshire,NH,46.5
Donald Trump,Republican,2016,New Jersey,NJ,41.4
Donald Trump,Republican,2016,New Mexico,NM,40
Donald Trump,Republican,2016,New York,NY,36.1
Donald Trump,Republican,2016,North Carolina,NC,49.8
Donald Trump,Republican,2016,North Dakota,ND,63
Donald Trump,Republican,2016,Ohio,OH,51.7
Donald Trump,Republican,2016,Oklahoma,OK,65.3
Donald Trump,Republican,2016,Oregon,OR,39.1
Donald Trump,Republican,2016,Pennsylvania,PA,48.6
Donald Trump,Republican,2016,Rhode Island,RI,38.9
Donald Trump,Republican,2016,South Carolina,SC,54.9
Donald Trump,Republican,2016,South Dakota,SD,61.5
Donald Trump,Republican,2016,Tennessee,TN,60.7
Donald Trump,Republican,2016,Texas,TX,52.2
Donald Trump,Republican,2016,Utah,UT,45.5
Donald Trump,Republican,2016,Vermont,VT,29.8
Donald Trump,Republican,2016,Virginia,VA,44.4
Donald Trump,Republican,2016,Washington,WA,36.8
Donald Trump,Republican,2016,West Virginia,WV,68.6
Donald Trump,Republican,2016,Wisconsin,WI,47.2
Donald Trump,Republican,2016,Wyoming,WY,67.4
Joe Biden,Democrat,2020,Alabama,AL,36.6
Joe Biden,Democrat,2020,Alaska,AK,42.8
Joe Biden,Democrat,2020,Arizona,AZ,49.4
Joe Biden,Democrat,2020,Arkansas,AR,34.8
Joe Biden,Democrat,2020,California,CA,63.5
Joe Biden,Democrat,2020,Colorado,CO,55
Joe Biden,Democrat,2020,Connecticut,CT,59.3
Joe Biden,Democrat,2020,Delaware,DE,58.7
Joe Biden,Democrat,2020,District of Columbia,DC,92.1
Joe Biden,Democrat,2020,Florida,FL,47.9
Joe Biden,Democrat,2020,Georgia,GA,49.5
Joe Biden,Democrat,2020,Hawaii,HI,63.1
Joe Biden,Democrat,2020,Idaho,ID,33.1
Joe Biden,Democrat,2020,Illinois,IL,57.5
Joe Biden,Democrat,2020,Indiana,IN,41
Joe Biden,Democrat,2020,Iowa,IA,44.6
Joe Biden,Democrat,2020,Kansas,KS,41.6
Joe Biden,Democrat,2020,Kentucky,KY,36.2
Joe Biden,Democrat,2020,Louisiana,LA,39.9
Joe Biden,Democrat,2020,Maine,ME,52.5
Joe Biden,Democrat,2020,Maryland,MD,65.4
Joe Biden,Democrat,2020,Massachusetts,MA,65.1
Joe Biden,Democrat,2020,Michigan,MI,50.6
Joe Biden,Democrat,2020,Minnesota,MN,52.4
Joe Biden,Democrat,2020,Mississippi,MS,41.1
Joe Biden,Democrat,2020,Missouri,MO,41.4
Joe Biden,Democrat,2020,Montana,MT,40.5
Joe Biden,Democrat,2020,Nebraska,NE,39.2
Joe Biden,Democrat,2020,Nevada,NV,50.1
Joe Biden,Democrat,2020,New Hampshire,NH,52.7
Joe Biden,Democrat,2020,New Jersey,NJ,57.3
Joe Biden,Democrat,2020,New Mexico,NM,54.3
Joe Biden,Democrat,2020,New York,NY,60.4
Joe Biden,Democrat,2020,North Carolina,NC,48.6
Joe Biden,Democrat,2020,North Dakota,ND,31.8
Joe Biden,Democrat,2020,Ohio,OH,45.2
Joe Biden,Democrat,2020,Oklahoma,OK,32.3
Joe Biden,Democrat,2020,Oregon,OR,56.5
Joe Biden,Democrat,2020,Pennsylvania,PA,50
Joe Biden,Democrat,2020,Rhode Island,RI,59.5
Joe Biden,Democrat,2020,South Carolina,SC,43.4
Joe Biden,Democrat,2020,South Dakota,SD,35.6
Joe Biden,Democrat,2020,Tennessee,TN,37.5
Joe Biden,Democrat,2020,Texas,TX,46.5
Joe Biden,Democrat,2020,Utah,UT,37.6
Joe Biden,Democrat,2020,Vermont,VT,65.5
Joe Biden,Democrat,2020,Virginia,VA,54.1
Joe Biden,Democrat,2020,Washington,WA,58
Joe Biden,Democrat,2020,West Virginia,WV,29.7
Joe Biden,Democrat,2020,Wisconsin,WI,49.4
Joe Biden,Democrat,2020,Wyoming,WY,26.4
Donald Trump (Second Term),Republican,2024,Alabama,AL,64.8
Donald Trump (Second Term),Republican,2024,Alaska,AK,56.9
Donald Trump (Second Term),Republican,2024,Arizona,AZ,52.2
Donald Trump (Second Term),Republican,2024,Arkansas,AR,64.2
Donald Trump (Second Term),Republican,2024,California,CA,38.3
Donald Trump (Second Term),Republican,2024,Colorado,CO,43.2
Donald Trump (Second Term),Republican,2024,Connecticut,CT,41.9
Donald Trump (Second Term),Republican,2024,Delaware,DE,41.9
Donald Trump (Second Term),Republican,2024,District of Columbia,DC,6.5
Donald Trump (Second Term),Republican,2024,Florida,FL,56.1
Donald Trump (Second Term),Republican,2024,Georgia,GA,50.7
Donald Trump (Second Term),Republican,2024,Hawaii,HI,37.5
Donald Trump (Second Term),Republican,2024,Idaho,ID,66.9
Donald Trump (Second Term),Republican,2024,Illinois,IL,43.8
Donald Trump (Second Term),Republican,2024,Indiana,IN,58.6
Donald Trump (Second Term),Republican,2024,Iowa,IA,56
Donald Trump (Second Term),Republican,2024,Kansas,KS,57.2
Donald Trump (Second Term),Republican,2024,Kentucky,KY,64.5
Donald Trump (Second Term),Republican,2024,Louisiana,LA,60.2
Donald Trump (Second Term),Republican,2024,Maine,ME,45.5
Donald Trump (Second Term),Republican,2024,Maryland,MD,34.3
Donald Trump (Second Term),Republican,2024,Massachusetts,MA,36.2
Donald Trump (Second Term),Republican,2024,Michigan,MI,49.7
Donald Trump (Second Term),Republican,2024,Minnesota,MN,46.9
Donald Trump (Second Term),Republican,2024,Mississippi,MS,60.9
Donald Trump (Second Term),Republican,2024,Missouri,MO,58.5
Donald Trump (Second Term),Republican,2024,Montana,MT,58.4
Donald Trump (Second Term),Republican,2024,Nebraska,NE,59.6
Donald Trump (Second Term),Republican,2024,Nevada,NV,50.6
Donald Trump (Second Term),Republican,2024,New Hampshire,NH,48.1
Donald Trump (Second Term),Republican,2024,New Jersey,NJ,46.1
Donald Trump (Second Term),Republican,2024,New Mexico,NM,45.9
Donald Trump (Second Term),Republican,2024,New York,NY,43.7
Donald Trump (Second Term),Republican,2024,North Carolina,NC,51
Donald Trump (Second Term),Republican,2024,North Dakota,ND,67.5
Donald Trump (Second Term),Republican,2024,Ohio,OH,55.2
Donald Trump (Second Term),Republican,2024,Oklahoma,OK,66.2
Donald Trump (Second Term),Republican,2024,Oregon,OR,41.3
Donald Trump (Second Term),Republican,2024,Pennsylvania,PA,50.4
Donald Trump (Second Term),Republican,2024,Rhode Island,RI,42
Donald Trump (Second Term),Republican,2024,South Carolina,SC,58.2
Donald Trump (Second Term),Republican,2024,South Dakota,SD,63.4
Donald Trump (Second Term),Republican,2024,Tennessee,TN,64.2
Donald Trump (Second Term),Republican,2024,Texas,TX,56.2
Donald Trump (Second Term),Republican,2024,Utah,UT,59.4
Donald Trump (Second Term),Republican,2024,Vermont,VT,32.6
Donald Trump (Second Term),Republican,2024,Virginia,VA,46.3
Donald Trump (Second Term),Republican,2024,Washington,WA,39.3
Donald Trump (Second Term),Republican,2024,West Virginia,WV,70
Donald Trump (Second Term),Republican,2024,Wisconsin,WI,49.7
Donald Trump (Second Term),Republican,2024,Wyoming,WY,72.3
